,Brand Name,Price (AUD),Variety,Type,Region,State,Vintage,Size (mL),Alcohol Volume (%),Standard Drinks,Organic,Vegan Friendly,Wine Body,Wine Style,Closure,Langtons Classified
2862,Bindi,174.99,Pinot Noir,Red,Macedon Ranges,Victoria,2006.0,750.0,13.5,,Not specified,Not specified,Light Bodied,Dry,Cork,Outstanding
2863,Noon,143.99,Shiraz,Red,Langhorne Creek,South Australia,2002.0,750.0,16.0,,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2864,Henschke,169.99,Cabernet Sauvignon,Red,Eden Valley,South Australia,1990.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2865,Peter Lehmann,99.99,Shiraz,Red,Barossa Valley,South Australia,2007.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Outstanding
2866,Torbreck,314.99,Shiraz,Red,Barossa Valley,South Australia,1997.0,750.0,15.0,8.9,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
2868,Turkey Flat,69.99,Shiraz,Red,Barossa Valley,South Australia,2005.0,750.0,14.5,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2869,Barwang,22.99,Shiraz,Red,Hilltops,New South Wales,2010.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2870,d'Arenberg,59.99,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2001.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2871,Tatachilla,54.99,Shiraz,Red,McLaren Vale,South Australia,2005.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2873,Bindi,169.99,Pinot Noir,,Macedon Ranges,Victoria,2008.0,750.0,14.0,8.3,Not specified,Not specified,Light Bodied,Dry,Cork,Outstanding
2874,Kay Brothers Amery Vineyards,124.99,Shiraz,Red,McLaren Vale,South Australia,2008.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Outstanding
2875,Leconfield,37.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2009.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2876,Turkey Flat,58.99,Shiraz,Red,Barossa Valley,South Australia,2009.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2877,Penfolds,109.0,Shiraz,Red,,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2878,Murray,114.99,Shiraz,Red,Barossa Valley,South Australia,2004.0,750.0,15.0,8.9,Not specified,Not specified,Not specified,Not specified,Cork,Not specified
2879,Penfolds,499.0,Cabernet Sauvignon,Red,,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Exceptional
2880,Blue Pyrenees,22.99,Cabernet Sauvignon,Red,Pyrenees,Victoria,2009.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2881,St Hallett,94.99,Shiraz,Red,Barossa Valley,South Australia,2006.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2882,Noon,84.99,Cabernet Sauvignon,,Langhorne Creek,South Australia,2009.0,750.0,16.5,9.8,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2883,Morris,16.99,Shiraz,Red,Rutherglen,Victoria,2006.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2884,Amelia Park,46.99,Shiraz,Red,Frankland River,Western Australia,2010.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2885,Clonakilla,123.99,Shiraz,,Canberra District,New South Wales,2011.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
2886,Jasper Hill,144.99,Shiraz,,Heathcote,Victoria,2010.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Cork,Outstanding
2887,Jasper Hill,115.99,Shiraz,Red,Heathcote,Victoria,2012.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Cork,Not specified
2888,Torbreck,143.99,Shiraz,Red,Barossa Valley,South Australia,2000.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Cork,Excellent
2889,The Perfect Storm,10.9,Shiraz,Red,McLaren Vale,South Australia,2013.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2890,Jacobs Creek,21.99,Shiraz,Red,,South Australia,2011.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2893,Mount Mary,119.99,Pinot Noir,,Yarra Valley,Victoria,1998.0,750.0,12.5,7.4,Not specified,Not specified,Light Bodied,Dry,Cork,Not specified
2894,Bass Phillip,199.99,Pinot Noir,Red,Gippsland,Victoria,2003.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Cork,Outstanding
2895,Kaesler,249.99,Shiraz,Red,Barossa Valley,South Australia,2010.0,750.0,15.5,9.2,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2896,Peter Lehmann,29.99,Shiraz,,Barossa Valley,South Australia,2010.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2897,Penfolds,94.99,Shiraz,Red,,South Australia,2008.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Outstanding
2898,Elderton,124.99,Shiraz,,Barossa Valley,South Australia,2004.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2899,Clarendon Hills,66.99,Shiraz,Red,McLaren Vale,South Australia,2006.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2900,Barwang,18.99,Cabernet Sauvignon,Red,Hilltops,New South Wales,2007.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2901,Penfolds,149.99,Shiraz,Red,,South Australia,2005.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Outstanding
2903,Henschke,849.0,Shiraz,Red,Eden Valley,South Australia,2005.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Exceptional
2906,Best's Great Western,114.99,Shiraz,Red,Grampians,Victoria,2008.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2907,Turkey Flat,79.99,Shiraz,Red,Barossa Valley,South Australia,2000.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2908,Castagna,129.99,Shiraz,Red,Beechworth,Victoria,1998.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2909,Chris Ringland,1450.0,Shiraz,,Barossa Valley,South Australia,2003.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2910,Wendouree,209.99,Shiraz,Red,Clare Valley,South Australia,2006.0,750.0,13.6,,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
2913,Coriole,139.99,Shiraz,Red,McLaren Vale,South Australia,1996.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2914,d'Arenberg,94.99,Shiraz,Red,McLaren Vale,South Australia,2000.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2915,Howard Park,119.99,Merlot,,,Western Australia,1997.0,750.0,14.0,8.3,Not specified,Not specified,Medium Bodied,Dry,Cork,Excellent
2916,Penfolds,109.99,Cabernet Sauvignon,,,South Australia,2005.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2917,Peter Lehmann,129.99,Shiraz,,Barossa Valley,South Australia,1996.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2918,Rosemount,69.99,Shiraz,,McLaren Vale,South Australia,2000.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Not specified,Not specified
2919,Wild Duck Creek,79.99,Shiraz,Red,Heathcote,Victoria,2001.0,750.0,15.5,9.2,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2920,Kay Brothers Amery Vineyards,79.99,Shiraz,,McLaren Vale,South Australia,1997.0,750.0,13.8,8.2,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2921,Penfolds,94.99,Shiraz,,Coonawarra,South Australia,1991.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2922,Tahbilk,41.99,Cabernet Sauvignon,Red,Nagambie,Victoria,2010.0,750.0,,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2925,Hardys,9.88,Shiraz,,McLaren Vale,South Australia,2013.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2926,Reschke,49.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2005.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2928,Sticks,36.99,Shiraz,,Strathbogie Ranges,Victoria,2008.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2930,Brands Laira,39.99,Shiraz,Red,Coonawarra,South Australia,2012.0,750.0,,8.9,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2931,Petaluma,74.99,Merlot,Red,Coonawarra,South Australia,2000.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Cork,Excellent
2932,Barossa Valley Estate,154.99,Shiraz,Red,Barossa Valley,South Australia,1993.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2933,Hardys,149.99,Shiraz,Red,McLaren Vale,South Australia,1998.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2934,Lindeman's,99.99,Shiraz,Red,Coonawarra,South Australia,1998.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2936,Browns Of Padthaway,11.9,Shiraz,Red,Padthaway,South Australia,2010.0,750.0,,8.9,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2937,Salitage,34.99,Merlot,,Pemberton,Western Australia,2007.0,750.0,,7.7,Not specified,Not specified,Medium Bodied,Dry,Cork,Not specified
2941,Fox Creek,99.99,Shiraz,Red,McLaren Vale,South Australia,2002.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2942,Penfolds,104.99,Cabernet Sauvignon,Red,,South Australia,2008.0,750.0,14.5,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2943,Wendouree,154.99,Cabernet Sauvignon,Red,Clare Valley,South Australia,2005.0,750.0,,,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2945,Clarendon Hills,79.99,Shiraz,Red,McLaren Vale,South Australia,2006.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
2946,Penfolds,319.9,Shiraz,,Barossa Valley,South Australia,2003.0,1000.0,14.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2947,Mount Langi Ghiran,149.99,Shiraz,,Grampians,Victoria,1998.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2948,Grant Burge,209.99,Shiraz,,Barossa Valley,South Australia,1991.0,750.0,14.0,8.1,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2949,Elderton,134.99,Shiraz,Red,Barossa Valley,South Australia,1999.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2950,Hardys,144.99,Shiraz,Red,McLaren Vale,South Australia,2000.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2954,Katnook Estate,89.99,Cabernet Sauvignon,,Coonawarra,South Australia,1996.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2955,Katnook Estate,69.99,Cabernet Sauvignon,,Coonawarra,South Australia,1999.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2956,Jim Barry,229.99,Shiraz,Red,Clare Valley,South Australia,1997.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
2957,Penfolds,59.99,Shiraz,Red,Coonawarra,South Australia,2005.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
2958,Penfolds,164.99,Shiraz,Red,,South Australia,1998.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2959,Penfolds,550.0,Cabernet Sauvignon,Red,Coonawarra,South Australia,1992.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
2960,Penfolds,174.99,Shiraz,Red,Adelaide,South Australia,1993.0,750.0,12.0,7.1,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2961,Rockford,299.99,Shiraz,Red,Barossa Valley,South Australia,1996.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
2962,Rockford,224.99,Shiraz,Red,Barossa Valley,South Australia,2002.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
2963,Wynns,114.99,Cabernet Sauvignon,,Coonawarra,South Australia,1991.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2964,Wynns,59.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2001.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2965,Penfolds,159.99,Shiraz,Red,,South Australia,2001.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2967,Giaconda,25.88,Shiraz,Red,Beechworth,Victoria,2009.0,750.0,,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2968,Penfolds,199.99,Shiraz,,Barossa Valley,South Australia,2003.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2970,Winstead,27.9,Pinot Noir,,,Tasmania,2008.0,750.0,,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
2971,The Willows,25.99,Cabernet Sauvignon,,Barossa Valley,South Australia,2009.0,750.0,,8.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2972,Bridgewater Mill,15.9,Shiraz,,Adelaide Hills,South Australia,2010.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2975,Penfolds,34.99,Shiraz,Red,Barossa Valley,South Australia,2007.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
2976,Annie's Lane,18.99,Merlot,,Clare Valley,South Australia,2007.0,750.0,14.0,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
2979,Thistle Hill,9.9,Shiraz,Red,,New South Wales,2009.0,750.0,,7.7,True,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2980,Penfolds,155.0,Shiraz,,,South Australia,2008.0,1000.0,,17.0,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
2981,Half Mile Creek,6.99,Merlot,,,Victoria,2011.0,750.0,,7.7,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
2982,Kalleske Wines,24.99,Shiraz,Red,Barossa Valley,South Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2985,Plunkett,12.99,Shiraz,Red,Strathbogie Ranges,Victoria,2008.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2986,d'Arenberg,69.99,Cabernet Sauvignon,Red,McLaren Vale,South Australia,1998.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2987,Wood Block,17.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2008.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
2988,Tisdall,6.99,Merlot,Red,,Victoria,2009.0,750.0,,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
2992,Dalwhinnie,84.99,Shiraz,Red,Pyrenees,Victoria,1992.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
2995,Torbreck,39.99,Shiraz,Red,Barossa Valley,South Australia,2004.0,750.0,14.9,8.8,Not specified,Not specified,Not specified,Dry,Cork,Not specified
2996,Willunga 100,22.99,Shiraz,Red,McLaren Vale,South Australia,2010.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Not specified,Not specified
2998,Wynns,149.99,Cabernet Sauvignon,,Coonawarra,South Australia,2008.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Exceptional
2999,Rockford,199.99,Shiraz,Red,Barossa Valley,South Australia,1993.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Not specified,Exceptional
3000,Wild Duck Creek,72.99,Shiraz,Red,Heathcote,Victoria,1999.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
3001,Giaconda,102.99,Pinot Noir,Red,Beechworth,Victoria,1994.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Cork,Not specified
3002,St Hallett,44.99,Shiraz,Red,Barossa Valley,South Australia,2007.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3004,Ten Minutes by Tractor,74.99,Pinot Noir,Red,Mornington Peninsula,Victoria,2015.0,750.0,,8.2,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
3006,Dalwhinnie,119.99,Shiraz,Red,Pyrenees,Victoria,1997.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
3009,Kay Brothers,45.99,Shiraz,,McLaren Vale,South Australia,2003.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3010,Branson,75.99,Shiraz,Red,Barossa Valley,South Australia,2002.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
3012,Henschke,879.0,Shiraz,Red,Eden Valley,South Australia,2008.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Exceptional
3014,Charles Sturt,24.99,Cabernet Sauvignon,Red,,New South Wales,2010.0,750.0,,8.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3015,Winburndale,34.99,Cabernet Sauvignon,Red,,New South Wales,2010.0,750.0,,8.2,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3019,Lindeman's,49.99,Shiraz,Red,Coonawarra,South Australia,1997.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
3020,Hollick,48.99,Merlot,Red,Coonawarra,South Australia,2008.0,750.0,,8.6,Not specified,Not specified,Medium Bodied,Dry,Cork,Not specified
3022,Chain Of Ponds,12.99,Merlot,,Adelaide Hills,South Australia,2016.0,750.0,,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
3023,Moondah Brook,11.99,Cabernet Sauvignon,Red,,Western Australia,2009.0,750.0,,7.4,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
3024,Hanging Rock,39.9,Shiraz,Red,Heathcote,Victoria,2008.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
3025,Clos Pierre,24.9,Pinot Noir,,Yarra Valley,Victoria,2008.0,750.0,,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
3026,Dutschke,18.99,Merlot,Red,Barossa Valley,South Australia,2011.0,750.0,,8.7,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
3027,Chapel Hill,34.99,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2008.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3033,Blue Pyrenees,59.0,Cabernet Sauvignon,Red,Pyrenees,,2013.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
3034,Blue Pyrenees,59.0,Shiraz,,Pyrenees,,2012.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
3036,Wild's Gully,18.0,Cabernet Sauvignon,Red,King Valley,,2013.0,750.0,13.5,8.0,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
3037,Woodlands Ridge Vineyard,25.0,Shiraz,Red,Adelaide Hills,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
3039,Chapel Hill,34.99,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2008.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3041,Yalumba,124.99,Shiraz,Red,Barossa Valley,South Australia,2002.0,750.0,14.0,8.3,Not specified,True,Full Bodied,Dry,Screw Cap,Not specified
3042,Coldstream Hills,52.99,Cabernet Sauvignon,,Yarra Valley,Victoria,2006.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3043,Holm Oak,31.99,Pinot Noir,,Northern Tasmania,Tasmania,2010.0,750.0,,8.0,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
3044,Evans & Tate,13.9,Shiraz,Red,Margaret River,Western Australia,2014.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3047,Rocland Estate,17.88,Shiraz,Red,Barossa Valley,South Australia,2010.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
3048,Jim Barry,20.99,Shiraz,Red,Clare Valley,South Australia,2012.0,750.0,,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
3049,Scorpo,39.99,Shiraz,Red,Mornington Peninsula,Victoria,2010.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
3050,Chemin By Punt Road,35.99,Pinot Noir,Red,Yarra Valley,Victoria,2013.0,750.0,,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
3051,Katnook,1300.0,Shiraz,Red,Coonawarra,South Australia,1997.0,6000.0,14.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
3052,Bass Phillip,220.0,Pinot Noir,Red,Gippsland,Victoria,2015.0,750.0,13.2,,Not specified,Not specified,Light Bodied,Dry,Cork,Not specified
3053,Jericho,37.99,Shiraz,Red,McLaren Vale,South Australia,2014.0,750.0,,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
